key,field,english,spanish (fill in)
element.81.whatIf,whatIf,Thallium is so dangerous that it was once used as rat poison — until people realized how toxic it was to humans too!,El talio es tan peligroso que en su día se usó como veneno para ratas — ¡hasta que la gente se dio cuenta de lo tóxico que era también para los humanos!
element.81.where,where,"Comes as a byproduct of copper, lead, and zinc mining.","Proviene como subproducto de la minería de cobre, plomo y zinc."
element.81.uses.0,use,Electronics,Electrónica
element.81.uses.1,use,Infrared detectors,Detectores infrarrojos
element.81.uses.2,use,Glass,Vidrio
element.82.fact,fact,Really heavy and blocks X-rays — that's why dentists put a heavy apron on you!,Muy pesado y bloquea las radiografías — ¡por eso los dentistas te ponen un delantal pesado!
element.82.whatIf,whatIf,The Romans used lead pipes for their water — and some scientists think lead poisoning slowly made the Roman Empire collapse!,Los romanos usaban tuberías de plomo para su agua — y algunos científicos creen que el envenenamiento por plomo hizo que el Imperio Romano colapsara lentamente.
element.82.where,where,"Mined in China, Australia, the United States, and Peru.","Minó en China, Australia, Estados Unidos y Perú."
element.82.uses.0,use,Batteries,Baterías
element.82.uses.1,use,X-ray shields,Escudos de rayos X
element.82.uses.2,use,Weights,Pesos
element.83.fact,fact,Forms the prettiest rainbow crystals you've ever seen! Look it up.,¡Forma los cristales arcoíris más bonitos que hayas visto nunca! Búscalo.
element.83.whatIf,whatIf,You can grow your own bismuth crystals at home by carefully melting it on a stove — they form amazing geometric staircase shapes in rainbow colors!,Puedes cultivar tus propios cristales de bismuto en casa fundiéndolos cuidadosamente en una estufa — ¡forman increíbles formas geométricas de escaleras en colores arcoíris!
element.83.where,where,"Mined as a byproduct of lead, copper, and tin mining in China, Mexico, and Bolivia.","Extraído como subproducto de la minería de plomo, cobre y estaño en China, México y Bolivia."
element.83.uses.0,use,Pepto-Bismol,Pepto-Bismol
element.83.uses.1,use,Crystals,Cristales
element.83.uses.2,use,Fire detectors,Detectores de incendios
element.84.fact,fact,"Discovered by Marie Curie and named after her home country, Poland!","¡Descubierto por Marie Curie y nombrado así por su país natal, Polonia!"
element.84.whatIf,whatIf,Polonium is so radioactive that just a tiny dot of it can heat a small room — it's been used to power spacecraft batteries!,El polonio es tan radiactivo que con solo un pequeño punto puede calentar una pequeña habitación — ¡se ha usado para alimentar baterías de naves espaciales!
element.84.where,where,Extremely rare in nature. Mostly produced in nuclear reactors.,Extremadamente raro en la naturaleza. Principalmente producido en reactores nucleares.
element.84.uses.0,use,Anti-static brushes,Cepillos antiestáticos
element.84.uses.1,use,Heat sources,Fuentes de calor
element.84.uses.2,use,Research,Investigación
element.85.fact,fact,The rarest naturally-occurring element on Earth! Less than a gram exists.,¡El elemento natural más raro de la Tierra! Existe menos de un gramo.
element.85.whatIf,whatIf,"At any given moment, less than 30 grams of astatine exists in the entire Earth's crust — you'll never see this one in person!","En cualquier momento, hay menos de 30 gramos de astatina en toda la corteza terrestre — ¡nunca verás esta en persona!"
element.85.where,where,Created in tiny amounts during the radioactive decay of uranium underground.,Creado en cantidades diminutas durante la desintegración radiactiva del uranio bajo tierra.
element.85.uses.0,use,Cancer research,Investigación sobre el cáncer
element.85.uses.1,use,Scientific study,Estudio científico
element.86.fact,fact,A radioactive gas that sometimes seeps from the ground into basements!,¡Un gas radiactivo que a veces se filtra del suelo hacia los sótanos!
element.86.whatIf,whatIf,"Many homes have a radon detector in the basement because if it builds up, it can cause lung cancer over many years — silent and invisible!","Muchas casas tienen un detector de radón en el sótano porque, si se acumula, puede causar cáncer de pulmón durante muchos años — ¡silencioso e invisible!"
element.86.where,where,Forms naturally in soil and rocks containing uranium. Some basements need special ventilation.,Se forma de forma natural en suelos y rocas que contienen uranio. Algunos sótanos necesitan una ventilación especial.
element.86.uses.0,use,Cancer treatment (historic),Tratamiento del cáncer (histórico)
element.86.uses.1,use,Research,Investigación
element.87.fact,fact,"At any given time, there's less than an ounce of it on Earth!","¡En cualquier momento, hay menos de una onza de ella en la Tierra!"
element.87.whatIf,whatIf,"Francium is so radioactive that even if you had a chunk of it, you'd never see it — it would heat up and vaporize itself in seconds!","El francio es tan radiactivo que, incluso si tuvieras un trozo, nunca lo verías: ¡se calentaría y se vaporizaría en segundos!"
element.87.where,where,Created in tiny amounts when actinium decays underground.,Se crea en cantidades diminutas cuando el actino se descompone bajo tierra.
element.87.uses.0,use,Scientific research only,Solo investigación científica
element.88.fact,fact,Used to make watch dials glow in the dark — until people realized it was dangerous!,Antes hacía que los relojes brillaran en la oscuridad — ¡hasta que la gente se dio cuenta de que era peligroso!
element.88.whatIf,whatIf,"In the 1920s, factory workers painted glow-in-the-dark watch dials with radium and licked their brushes to make a fine point — sadly, many got very sick!","En los años 20, los obreros pintaban esferas de relojes que brillaban en la oscuridad con radio y se lamían los pinceles para hacer un punto fino; ¡lamentablemente, muchos se enfermaron gravemente!"
element.88.where,where,Found in tiny amounts in uranium ores. Discovered by Marie and Pierre Curie.,Se encuentra en cantidades muy pequeñas en los minerales de uranio. Descubierto por Marie y Pierre Curie.
element.88.uses.0,use,Glow paint (historic),Pintura luminosa (histórica)
element.88.uses.1,use,Cancer treatment (historic),Tratamiento del cáncer (histórico)
element.89.fact,fact,Glows pale blue in the dark because it's so radioactive!,¡Brilla azul pálido en la oscuridad porque es tan radiactivo!
element.89.whatIf,whatIf,Actinium-225 is being tested as a 'smart bomb' for cancer — it can target and destroy cancer cells while leaving healthy ones alone!,El Actinio-225 se está probando como una 'bomba inteligente' para el cáncer: puede atacar y destruir las células cancerosas dejando intactas las sanas.
element.89.where,where,Found in tiny traces in uranium ores. Mostly made in nuclear reactors.,Se encuentra en pequeñas trazas en minerales de uranio. Principalmente fabricados en reactores nucleares.
element.89.uses.0,use,Cancer treatment,Tratamiento del cáncer
element.89.uses.1,use,Neutron sources,Fuentes de neutrones
element.90.fact,fact,"Named after Thor, the Norse god of thunder! Could power future reactors.","¡Nombrado así por Thor, el dios nórdico del trueno! Podría alimentar futuros reactores."
element.90.whatIf,whatIf,Thorium reactors could one day provide cleaner nuclear power than uranium — India has tons of it and is leading the research!,Los reactores de torio podrían algún día proporcionar energía nuclear más limpia que el uranio — ¡India tiene muchísimo y lidera la investigación!
element.90.where,where,"More common than uranium! Found in monazite sand in India, Brazil, and the United States.","¡Más común que el uranio! Se encuentra en arena de monacita en India, Brasil y Estados Unidos."
element.90.uses.0,use,Nuclear fuel,Combustible nuclear
element.90.uses.1,use,Lantern mantles,Repuestos de linterna
element.90.uses.2,use,Lenses,Objetivos
element.91.fact,fact,One of the rarest and most expensive natural elements!,¡Uno de los elementos naturales más raros y caros!
element.91.whatIf,whatIf,Just gathering one gram of protactinium took 12 years and processing 60 tons of uranium ore — definitely not something you can buy at a store!,Solo reunir un gramo de protactinio llevó 12 años y procesar 60 toneladas de mineral de uranio — ¡definitivamente no es algo que puedas comprar en una tienda!
element.91.where,where,Found in tiny amounts in uranium ores.,Se encuentra en cantidades muy pequeñas en los minerales de uranio.
element.91.uses.0,use,Scientific research,Investigación científica
element.92.fact,fact,Powers nuclear power plants! A tiny amount makes huge electricity.,¡Impulsa las centrales nucleares! Una cantidad muy pequeña genera una enorme electricidad.
element.92.whatIf,whatIf,One uranium fuel pellet the size of your fingertip can produce as much energy as 1 ton of coal or 150 gallons of oil!,¡Una sola pellet de combustible de uranio del tamaño de la yema de tu dedo puede producir tanta energía como 1 tonelada de carbón o 150 galones de petróleo!
element.92.where,where,"Mined in Kazakhstan, Canada, Australia, and Namibia.","Extrajo en Kazajistán, Canadá, Australia y Namibia."
element.92.uses.0,use,Nuclear power,Energía nuclear
element.92.uses.1,use,Submarines,Submarinos
element.92.uses.2,use,Counterweights,Contrapesos
element.93.fact,fact,Named after the planet Neptune! Made in nuclear reactors.,¡Nombrado así por el planeta Neptuno! Fabricado en reactores nucleares.
element.93.whatIf,whatIf,"Just like Neptune comes after Uranus in the solar system, neptunium comes right after uranium on the periodic table — perfect naming!","Así como Neptuno viene después de Urano en el sistema solar, Neptuno viene justo después del uranio en la tabla periódica — ¡nombre perfecto!"
element.93.where,where,Tiny traces exist naturally in uranium ores. Mostly made in nuclear reactors.,Pequeñas trazas existen de forma natural en los minerales de uranio. Principalmente fabricados en reactores nucleares.
element.93.uses.0,use,Neutron detectors,Detectores de neutrones
element.93.uses.1,use,Research,Investigación
element.94.fact,fact,Powers spacecraft like the Mars rovers and the Voyager probe in deep space!,¡Impulsa naves espaciales como los rovers de Marte y la sonda Voyager en el espacio profundo!
element.94.whatIf,whatIf,Voyager 1 has been flying through space since 1977 powered by plutonium — and it's still sending back data after nearly 50 years!,La Voyager 1 ha estado volando por el espacio desde 1977 impulsada por plutonio — ¡y sigue enviando datos después de casi 50 años!
element.94.where,where,Doesn't really exist naturally. Made in nuclear reactors from uranium.,No existe realmente de forma natural. Fabricados en reactores nucleares a partir de uranio.
element.94.uses.0,use,Spacecraft,Naves espaciales
element.94.uses.1,use,Nuclear power,Energía nuclear
element.94.uses.2,use,Pacemakers (historic),Marcapasos (histórico)
element.95.fact,fact,You probably have some in your house — it's in smoke detectors!,Probablemente tengas algo en casa — ¡está en detectores de humo!
element.95.whatIf,whatIf,"Right now, the smoke detector on your ceiling probably has a tiny pellet of americium inside — totally safe, but quietly watching for smoke 24/7!","Ahora mismo, el detector de humo en tu techo probablemente tenga una pequeña bola de americio dentro — totalmente seguro, pero vigilando silenciosamente el humo las 24 horas del día."
element.95.where,where,Made in nuclear reactors. Almost every home in America has a tiny bit in a smoke detector.,Fabricado en reactores nucleares. Casi todas las casas en Estados Unidos tienen un pequeño detector de humo.
element.95.uses.0,use,Smoke detectors,Detectores de humo
element.95.uses.1,use,Glass measuring,Medición del vidrio
element.95.uses.2,use,Research,Investigación
element.96.fact,fact,Named after Marie and Pierre Curie! Glows purple in the dark.,¡Nombrado en honor a Marie y Pierre Curie! Brilla en púrpura en la oscuridad.
element.96.whatIf,whatIf,"Curium powered the instruments on the Mars rovers Spirit, Opportunity, and Curiosity — letting them analyze Martian rocks!","Curium alimentó los instrumentos de los rovers marcianos Spirit, Opportunity y Curiosity — ¡permitiéndoles analizar rocas marcianas!"
element.96.where,where,Made only in nuclear reactors. Doesn't exist naturally.,Solo se fabrica en reactores nucleares. No existe de forma natural.
element.96.uses.0,use,Pacemakers (research),Marcapasos (investigación)
element.96.uses.1,use,Mars rovers,Rovers de Marte
element.96.uses.2,use,Power sources,Fuentes de energía
element.97.fact,fact,"Named after Berkeley, California, where it was discovered!","Nombrado así por Berkeley, California, donde fue descubierto."
element.97.whatIf,whatIf,"To make element 117 (Tennessine), scientists needed berkelium — and producing just 22 milligrams took 18 months in a special reactor!","Para fabricar el elemento 117 (Tennessine), los científicos necesitaban berkelio — ¡y producir solo 22 miligramos llevó 18 meses en un reactor especial!"
element.97.where,where,Made only in nuclear reactors. About 1 gram has ever been produced.,Solo se fabrica en reactores nucleares. Se ha producido aproximadamente 1 gramo.
element.97.uses.0,use,Scientific research,Investigación científica
element.98.fact,fact,One gram costs millions of dollars! Used to find gold and oil.,¡Un gramo cuesta millones de dólares! Solía buscar oro y petróleo.
element.98.whatIf,whatIf,Californium-252 shoots out neutrons that can find gold deposits underground or check for cracks in airplane wings!,¡Californio-252 dispara neutrones que pueden encontrar depósitos de oro bajo tierra o buscar grietas en las alas de los aviones!
element.98.where,where,Made in nuclear reactors at Oak Ridge National Lab in Tennessee.,Fabricado en reactores nucleares del Laboratorio Nacional Oak Ridge en Tennessee.
element.98.uses.0,use,Cancer treatment,Tratamiento del cáncer
element.98.uses.1,use,Metal detection,Detección de metales
element.98.uses.2,use,Research,Investigación
element.99.fact,fact,Named after Albert Einstein! First found in nuclear test debris.,¡Nombrado en honor a Albert Einstein! Encontrado por primera vez en escombros de pruebas nucleares.
element.99.whatIf,whatIf,Einsteinium was discovered in the radioactive cloud from the world's first hydrogen bomb test in 1952 — but kept secret for years!,El einsteinio fue descubierto en la nube radiactiva durante la primera prueba mundial de bomba de hidrógeno en 1952 — ¡pero se mantuvo en secreto durante años!
element.99.where,where,Doesn't exist naturally. Made in tiny amounts in special reactors.,No existe de forma natural. Fabricado en cantidades diminutas en reactores especiales.
element.99.uses.0,use,Scientific research only,Solo investigación científica
element.100.fact,fact,The 100th element! Named after the famous physicist Enrico Fermi.,¡El elemento número 100! Nombrado en honor al famoso físico Enrico Fermi.
element.100.whatIf,whatIf,Fermium was also discovered in the same hydrogen bomb test debris as einsteinium — that one explosion gave us TWO new elements!,El fermio también se descubrió en los mismos restos de prueba de bomba de hidrógeno que el einsteinio: ¡esa explosión nos dio DOS elementos nuevos!
element.100.where,where,Made in nuclear reactors. Only billionths of a gram have ever been produced.,Fabricado en reactores nucleares. Solo se han producido milmillonésimas de gramo.
element.100.uses.0,use,Scientific research only,Solo investigación científica
element.101.fact,fact,"Named after Mendeleev, the guy who invented the periodic table!","¡Nombrado así por Mendeleev, el tipo que inventó la tabla periódica!"
element.101.whatIf,whatIf,Mendeleev created the periodic table in 1869 by predicting elements that didn't even exist yet — and he was right about almost all of them!,Mendeléyev creó la tabla periódica en 1869 prediciendo elementos que ni siquiera existían aún — ¡y tenía razón en casi todos ellos!
element.101.where,where,Doesn't exist naturally. Made one atom at a time in particle accelerators.,No existe de forma natural. Fabricamos un átomo a la vez en aceleradores de partículas.
element.101.uses.0,use,Scientific research only,Solo investigación científica
element.102.fact,fact,"Named after Alfred Nobel, who created the Nobel Prize and dynamite!","Nombrado en honor a Alfred Nobel, quien creó el Premio Nobel y ¡la dinamita!"
element.102.whatIf,whatIf,"Alfred Nobel invented dynamite, made a fortune, then felt bad about it and used his money to create the Nobel Prizes — pretty cool legacy!","Alfred Nobel inventó la dinamita, hizo una fortuna, luego se sintió mal por ello y usó su dinero para crear los Premios Nobel — ¡un legado bastante chulo!"
element.102.where,where,Doesn't exist naturally. Made in particle accelerators.,No existe de forma natural. Aceleradores de partículas fabricados.
element.102.uses.0,use,Scientific research only,Solo investigación científica
element.103.fact,fact,"Named after Ernest Lawrence, who invented the cyclotron particle smasher!","Nombrado en honor a Ernest Lawrence, que inventó el aplastador de partículas ciclotrón."
element.103.whatIf,whatIf,The cyclotron Lawrence invented is what we use to MAKE elements like lawrencium — the tool created the element that's named after its inventor!,El ciclotrón que inventó Lawrence es lo que usamos para CREAR elementos como el lawrencium — ¡la herramienta que creó el elemento que lleva el nombre de su inventor!
element.103.where,where,Doesn't exist naturally. Made in particle accelerators.,No existe de forma natural. Aceleradores de partículas fabricados.
element.103.uses.0,use,Scientific research only,Solo investigación científica
element.104.fact,fact,"Super heavy, super radioactive, and only exists for tiny fractions of a second!","¡Súper pesado, súper radiactivo y solo existe durante fracciones diminutas de segundo!"
element.104.whatIf,whatIf,"Some atoms of rutherfordium last only seconds before splitting apart — scientists have to study them really, really fast!","Algunos átomos de rutherfordium duran solo unos segundos antes de separarse — ¡los científicos tienen que estudiarlos muy, muy rápido!"
element.104.where,where,Made one atom at a time in particle accelerators in Russia and the United States.,Fabricó un átomo a la vez en aceleradores de partículas en Rusia y Estados Unidos.
element.104.uses.0,use,Scientific research only,Solo investigación científica
element.105.fact,fact,"Named after Dubna, Russia, where it was made in a giant atom smasher!","Nombrado así por Dubna, Rusia, donde se fabricó en un aplastador de átomos gigante."
element.105.whatIf,whatIf,Russian and American scientists fought for decades over who discovered dubnium first — they finally compromised on the name in 1997!,Científicos rusos y estadounidenses lucharon durante décadas por quién descubrió primero el dubnio — ¡finalmente llegaron a un acuerdo con el nombre en 1997!
element.105.where,where,"Made in particle accelerators in Dubna, Russia.","Fabricado en aceleradores de partículas en Dubna, Rusia."
element.105.uses.0,use,Scientific research only,Solo investigación científica
element.106.fact,fact,"Named after Glenn Seaborg, who was alive when the element was named after him!","Nombrado en honor a Glenn Seaborg, que estaba vivo cuando el elemento fue nombrado en su honor."
element.106.whatIf,whatIf,Most elements are named after dead scientists — Seaborg was one of the only people to have an element named after him while still living!,La mayoría de los elementos llevan el nombre de científicos fallecidos — ¡Seaborg fue una de las pocas personas que tuvo un elemento con su nombre mientras aún vivía!
element.106.where,where,Made in particle accelerators by smashing atoms together at high speeds.,Fabricado en aceleradores de partículas al chocar átomos a alta velocidad.
element.106.uses.0,use,Scientific research only,Solo investigación científica
element.107.fact,fact,"Named after physicist Niels Bohr, who figured out how atoms are built!","Nombrado así por el físico Niels Bohr, quien descubrió cómo se construyen los átomos."
element.107.whatIf,whatIf,Niels Bohr figured out how electrons orbit atoms way back in 1913 — every atom diagram you'll ever see uses his model!,Niels Bohr descubrió cómo los electrones orbitan los átomos allá por 1913 — ¡todos los diagramas atómicos que verás usan su modelo!
element.107.where,where,Made by smashing chromium atoms into bismuth at high speed.,Se fabrica aplastando átomos de cromo en bismuto a alta velocidad.
element.107.uses.0,use,Scientific research only,Solo investigación científica
element.108.fact,fact,"Named after Hesse, the German state where it was first made!","Nombrado así por Hesse, el estado alemán donde se fabricó por primera vez."
element.108.whatIf,whatIf,Scientists have only ever made a few hundred atoms of hassium — total — in the entire history of humanity!,¡Los científicos solo han producido unos pocos cientos de átomos de hassium — en total — en toda la historia de la humanidad.
element.108.where,where,"Made in particle accelerators in Darmstadt, Germany.","Fabricado en aceleradores de partículas en Darmstadt, Alemania."
element.108.uses.0,use,Scientific research only,Solo investigación científica
element.109.fact,fact,"Named after Lise Meitner, who helped discover nuclear fission!","Nombrado así por Lise Meitner, quien ayudó a descubrir la fisión nuclear."
element.109.whatIf,whatIf,Lise Meitner discovered nuclear fission but didn't get the Nobel Prize for it — her partner did! She finally got an element named after her instead.,Lise Meitner descubrió la fisión nuclear pero no recibió el Premio Nobel por ello — ¡su compañero sí! Por fin consiguió que un elemento fuera su nombre.
element.109.where,where,Made in particle accelerators in Germany.,Aceleradores de partículas fabricados en Alemania.
element.109.uses.0,use,Scientific research only,Solo investigación científica
element.110.fact,fact,Made by smashing nickel into lead inside a particle accelerator!,¡Hecho aplastando níquel en plomo dentro de un acelerador de partículas!
element.110.whatIf,whatIf,"To make darmstadtium, scientists fired nickel atoms at lead atoms a billion billion times — and only got one new atom for their trouble!","Para fabricar darmstadtium, los científicos dispararon átomos de níquel contra átomos de plomo mil millones de veces — ¡y solo obtuvieron un átomo nuevo por su esfuerzo!"
element.110.where,where,"Made at the GSI lab in Darmstadt, Germany.","Fabricado en el laboratorio GSI en Darmstadt, Alemania."
element.110.uses.0,use,Scientific research only,Solo investigación científica
element.111.fact,fact,"Named after Wilhelm Röntgen, who discovered X-rays!","Nombrado en honor a Wilhelm Röntgen, quien descubrió las radiografías."
element.111.whatIf,whatIf,Röntgen accidentally discovered X-rays in 1895 while playing with a tube — the first X-ray photo he took was of his wife's hand showing her bones and ring!,Röntgen descubrió accidentalmente las radiografías en 1895 mientras jugaba con un tubo — la primera foto de rayos X que tomó fue de la mano de su esposa mostrando sus huesos y su anillo.
element.111.where,where,Made in particle accelerators in Germany.,Aceleradores de partículas fabricados en Alemania.
element.111.uses.0,use,Scientific research only,Solo investigación científica
element.112.fact,fact,"Named after astronomer Copernicus, who said Earth orbits the Sun!","Nombrado así por el astrónomo Copérnico, que dijo que la Tierra orbita alrededor del Sol."
element.112.whatIf,whatIf,"In Copernicus's time, people thought the Sun went around Earth — he was so worried about getting in trouble that he waited until he was dying to publish his theory!","En la época de Copérnico, la gente pensaba que el Sol daba la vuelta a la Tierra — estaba tan preocupado por meterse en problemas que esperó hasta morir para publicar su teoría."
element.112.where,where,Made in particle accelerators by smashing zinc into lead.,Fabricado en aceleradores de partículas aplastando zinc en plomo.
element.112.uses.0,use,Scientific research only,Solo investigación científica
element.113.fact,fact,The first element discovered in Asia! 'Nihon' means Japan in Japanese.,¡El primer elemento descubierto en Asia! 'Nihon' significa Japón en japonés.
element.113.whatIf,whatIf,It took Japanese scientists 9 years and they only made 3 atoms of nihonium total — but it was enough to officially get naming rights!,A los científicos japoneses les llevó 9 años y solo fabricaron 3 átomos de nihonio en total — ¡pero fue suficiente para obtener oficialmente los derechos de nombre!
element.113.where,where,Made at the RIKEN lab in Japan.,Fabricado en el laboratorio RIKEN en Japón.
element.113.uses.0,use,Scientific research only,Solo investigación científica
element.114.fact,fact,Named after a Russian scientist who studied super-heavy atoms!,¡Nombrado así por un científico ruso que estudió átomos superpesados!
element.114.whatIf,whatIf,"Flerovium is one of the most stable super-heavy elements — its atoms can last for several seconds, which is forever in this part of the periodic table!","El flerovium es uno de los elementos superpesados más estables: sus átomos pueden durar varios segundos, ¡lo cual está para siempre en esta parte de la tabla periódica!"
element.114.where,where,"Made in Dubna, Russia, by smashing calcium into plutonium.","Hecho en Dubna, Rusia, aplastando calcio en plutonio."
element.114.uses.0,use,Scientific research only,Solo investigación científica
element.115.fact,fact,"Named after Moscow, Russia, where it was created!","Nombrado así por Moscú, Rusia, donde fue creado."
element.115.whatIf,whatIf,"There's a wild conspiracy theory that aliens use moscovium for spaceship fuel — there's zero evidence for it, but it's a fun sci-fi idea!","Hay una teoría conspirativa loca que dice que los alienígenas usan Moscovio como combustible para naves espaciales — no hay ninguna prueba de ello, ¡pero es una idea de ciencia ficción divertida!"
element.115.where,where,"Made in Dubna, Russia.","Fabricado en Dubna, Rusia."
element.115.uses.0,use,Scientific research only,Solo investigación científica
element.116.fact,fact,Named after the Lawrence Livermore Lab in California!,¡Nombrado así por el laboratorio Lawrence Livermore en California!
element.116.whatIf,whatIf,Livermorium atoms exist for less than a millisecond before decaying — scientists basically blink and miss them!,Los átomos de hívermorio existen menos de un milisegundo antes de desintegrarse — ¡los científicos básicamente parpadean y no los notaban!
element.116.where,where,Made by Russian and American scientists working together in Dubna.,Realizado por científicos rusos y estadounidenses trabajando juntos en Dubna.
element.116.uses.0,use,Scientific research only,Solo investigación científica
element.117.fact,fact,Named after Tennessee! One of the newest elements ever made.,¡Nombrado en honor a Tennessee! Uno de los elementos más nuevos jamás creados.
element.117.whatIf,whatIf,"To make tennessine, scientists in Russia needed berkelium from Tennessee — they had to ship the precious material 7,000 miles to make a brand new element!","Para fabricar tennessine, los científicos en Rusia necesitaban berkelio de Tennessee: ¡tuvieron que enviar el material precioso 7.000 millas para fabricar un elemento completamente nuevo!"
element.117.where,where,"Made by smashing calcium into berkelium at the lab in Dubna, Russia.","Hecho aplastando calcio en berkelio en el laboratorio de Dubna, Rusia."
element.117.uses.0,use,Scientific research only,Solo investigación científica
element.118.fact,fact,"The heaviest element known! Named after a still-living scientist, Yuri Oganessian.","¡El elemento más pesado conocido! Nombrado así por un científico aún vivo, Yuri Oganessian."
element.118.whatIf,whatIf,"Even though it's in the noble gas column, oganesson might actually be a SOLID at room temperature — but it decays so fast nobody can really test it!","Aunque está en la columna de gases nobles, el oganesson podría ser un SÓLIDO a temperatura ambiente — ¡pero se descompone tan rápido que nadie puede probarlo realmente!"
element.118.where,where,"Made in Dubna, Russia. Only a handful of atoms have ever existed.","Fabricado en Dubna, Rusia. Solo un puñado de átomos ha existido alguna vez."
element.118.uses.0,use,Scientific research only,Solo investigación científica
glossary.0.term,glossary term,Atom,Átomo
glossary.0.def,glossary def,"The tiniest piece of matter that still acts like a specific element. Everything around you — air, water, your body — is made of atoms!","El más pequeño trozo de materia que sigue actuando como un elemento específico. Todo a tu alrededor — aire, agua, tu cuerpo — está hecho de átomos."
glossary.0.example,glossary ex,A gold ring is made of billions of gold atoms.,Un anillo de oro está hecho de miles de millones de átomos de oro.
glossary.1.term,glossary term,Atomic Number,Número atómico
glossary.1.def,glossary def,The number of protons inside an atom's nucleus. It tells you which element it is and where it sits on the periodic table.,El número de protones dentro del núcleo de un átomo. Te indica qué elemento es y dónde se sitúa en la tabla periódica.
glossary.1.example,glossary ex,"Hydrogen is #1 (1 proton), Helium is #2 (2 protons).","El hidrógeno es el #1 (1 protón), el helio es el #2 (2 protones)."
glossary.2.term,glossary term,Atomic Mass,Masa atómica
glossary.2.def,glossary def,How heavy an atom is compared to other atoms. It counts both protons and neutrons together.,Qué tan pesado es un átomo en comparación con otros átomos. Cuenta tanto protones como neutrones juntos.
glossary.2.example,glossary ex,Carbon has an atomic mass of about 12.,El carbono tiene una masa atómica de aproximadamente 12.
glossary.3.term,glossary term,Element,Elemento
glossary.3.def,glossary def,"A pure substance made of only one kind of atom. There are 118 known elements, and they're all on the periodic table!","Una sustancia pura hecha de un solo tipo de átomo. Se conocen 118 elementos, ¡y todos están en la tabla periódica!"
glossary.3.example,glossary ex,"Gold, oxygen, and carbon are all elements.","El oro, el osígeno y el carbono son todos elementos."
glossary.4.term,glossary term,Molecule,Molécula
glossary.4.def,glossary def,Two or more atoms bonded together. A molecule can be made of the same element or different elements.,Dos o más átomos se unieron entre sí. Una molécula puede estar formada por el mismo elemento o con elementos diferentes.
glossary.4.example,glossary ex,Water (H?O) is a molecule of 2 hydrogen atoms and 1 oxygen atom.,El agua (H?O) es una molécula compuesta por 2 átomos de hidrógeno y 1 átomo de osígeno.
glossary.5.term,glossary term,Proton,Proton
glossary.5.def,glossary def,A tiny particle inside the nucleus of an atom with a positive electric charge. The number of protons defines which element it is.,Una diminuta partícula dentro del núcleo de un átomo con carga eléctrica positiva. El número de protones define qué elemento corresponde.
glossary.5.example,glossary ex,Every carbon atom has exactly 6 protons.,Cada átomo de carbono tiene exactamente 6 protones.
glossary.6.term,glossary term,Neutron,Neutrones
glossary.6.def,glossary def,A particle inside the nucleus with no electric charge. It helps hold the nucleus together.,Una partícula dentro del núcleo sin carga eléctrica. Ayuda a mantener unido el núcleo.
glossary.6.example,glossary ex,Carbon usually has 6 neutrons alongside its 6 protons.,El carbono suele tener 6 neutrones junto a sus 6 protones.
glossary.7.term,glossary term,Electron,Electrón
glossary.7.def,glossary def,A super tiny particle that zooms around the nucleus with a negative charge. Electrons are what make electricity and chemical reactions happen.,Una partícula diminuta que se desplaza alrededor del núcleo con carga negativa. Los electrones son los que hacen que ocurran reacciones eléctricas y químicas.
glossary.7.example,glossary ex,"When you get a static shock, electrons are jumping between surfaces!","Cuando sufres una descarga estática, ¡los electrones saltan entre superficies!"
glossary.8.term,glossary term,Nucleus,Núcleo
glossary.8.def,glossary def,The dense center of an atom where protons and neutrons live. It's tiny compared to the whole atom but contains almost all of its mass.,"El centro denso de un átomo donde viven protones y neutrones. Es diminuta comparada con el átomo entero, pero contiene casi toda su masa."
glossary.8.example,glossary ex,"If an atom were a stadium, the nucleus would be a pea on the field.","Si un átomo fuera un estadio, el núcleo sería un guisante en el campo."
glossary.9.term,glossary term,Periodic Table,Tabla periódica
glossary.9.def,glossary def,A chart that organizes all known elements by their atomic number and properties. Elements in the same column tend to behave similarly.,Una tabla que organiza todos los elementos conocidos por su número atómico y propiedades. Los elementos de la misma columna tienden a comportarse de forma similar.
glossary.9.example,glossary ex,Mendeleev created the first version in 1869!,¡Mendeléyev creó la primera versión en 1869!
glossary.10.term,glossary term,Group (Column),Grupo (columna)
glossary.10.def,glossary def,A vertical column on the periodic table. Elements in the same group share similar chemical properties.,Una columna vertical en la tabla periódica. Los elementos del mismo grupo comparten propiedades químicas similares.
glossary.10.example,glossary ex,Group 1 elements (like sodium and potassium) all react explosively with water.,Los elementos del grupo 1 (como el sodio y el potasio) reaccionan de forma explosiva con el agua.
glossary.11.term,glossary term,Period (Row),Punto (Row)
glossary.11.def,glossary def,"A horizontal row on the periodic table. As you move across a period, elements change from metals to nonmetals.","Una fila horizontal en la tabla periódica. A medida que avanzas a lo largo de un periodo, los elementos cambian de metales a no metales."
glossary.11.example,glossary ex,Period 2 goes from lithium (a metal) to neon (a gas).,El periodo 2 pasa del litio (un metal) al neón (un gas).
glossary.12.term,glossary term,Alkali Metal,Metal alcalino
glossary.12.def,glossary def,"Elements in the first column of the periodic table. They are soft, shiny metals that react violently with water!",Elementos en la primera columna de la tabla periódica. ¡Son metales blandos y brillantes que reaccionan violentamente con el agua!
